priority,segment,name,region,email,phone,website,why_fit,utm_link,source_url,notes
3,dental_lab,(주)기쁨치과기공소,경기 부천시 소사구,happy6612805@naver.com,010-4150-7184,,치과기공소/기공실 관련 KDTA 공개 채용 이력; 핀작업선생님 구합니다,https://dental-fit.vercel.app/?utm_source=%EC%A3%BC_%EA%B8%B0%EC%81%A8%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=304046&wpage=1&page=19&block=3,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
3,dental_lab,세윤치과기공소,서울 성북구,seyundigital@gmail.com,010-9479-5072,,치과기공소/기공실 관련 KDTA 공개 채용 이력; 핀작업 기사님 모십니다 (면허증소지자),https://dental-fit.vercel.app/?utm_source=%EC%84%B8%EC%9C%A4%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=304685&wpage=1&page=20&block=3,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
3,dental_lab,한결기공소,인천 남동구,maninred0906@hanmail.net,010-2256-3505,,치과기공소/기공실 관련 KDTA 공개 채용 이력; 치과진료실근무할 선생님 구합니다,https://dental-fit.vercel.app/?utm_source=%ED%95%9C%EA%B2%B0%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=304566&wpage=1&page=24&block=4,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
3,dental_lab,에데아치과기공소,서울 관악구,dt5209@naver.com,010-9360-5209,,치과기공소/기공실 관련 KDTA 공개 채용 이력; 모델정리및 포장하실분 구합니다.,https://dental-fit.vercel.app/?utm_source=%EC%97%90%EB%8D%B0%EC%95%84%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=304402&wpage=1&page=23&block=4,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
2,dental_lab,수치과기공소,서울 서울전지역,bugang119@naver.com,010-3967-5151,,"디지털, 치과기공소/기공실 관련 KDTA 공개 채용 이력; 오후 2시부터 모델정리및포장하실분 모십니다.",https://dental-fit.vercel.app/?utm_source=%EC%88%98%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=304181&wpage=1&page=33&block=6,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
2,dental_lab,디자인 치과 기공소,경기 부천시 원미구,joyoon328@naver.com,010-9088-5979,,"스캔, 치과기공소/기공실 관련 KDTA 공개 채용 이력; 스캔,핀작업,프린팅 등 도와주실 분(경력자) 구합니다.",https://dental-fit.vercel.app/?utm_source=%EB%94%94%EC%9E%90%EC%9D%B8_%EC%B9%98%EA%B3%BC_%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=304178&wpage=1&page=29&block=5,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
3,dental_lab,더프라임덴탈랩,서울 서울전지역,kih4348@naver.com,010-8670-4348,,"치과기공소/기공실, 덴탈랩 관련 KDTA 공개 채용 이력; 총무팀 선생님 구인합니다.",https://dental-fit.vercel.app/?utm_source=%EB%8D%94%ED%94%84%EB%9D%BC%EC%9E%84%EB%8D%B4%ED%83%88%EB%9E%A9&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=304507&wpage=1&page=25&block=4,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
2,dental_lab,네츄럴치과기공소,서울 금천구,oldtiger2@nate.com,010-8884-5280,https://www.instargram.com/natural_dental_lab/,"디지털, 치과기공소/기공실 관련 KDTA 공개 채용 이력; 경리 구인 합니다",https://dental-fit.vercel.app/?utm_source=%EB%84%A4%EC%B8%84%EB%9F%B4%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=304122&wpage=1&page=37&block=7,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
3,dental_lab,조이치과기공소,서울 영등포구,joylab2014@naver.com,010-2841-1114,,"치과기공소/기공실 관련 KDTA 공개 채용 이력; 영등포역,영등포시장역, 접수,모델정리,포장 해주실분",https://dental-fit.vercel.app/?utm_source=%EC%A1%B0%EC%9D%B4%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=128011&wpage=1&page=41&block=8,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
3,dental_lab,미치과기공소,경기 군포시,beauth2804@naver.com,010-4664-1730,,치과기공소/기공실 관련 KDTA 공개 채용 이력; 경리보실분 구합니다,https://dental-fit.vercel.app/?utm_source=%EB%AF%B8%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=303820&wpage=1&page=43&block=8,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
3,dental_lab,동방치과기공소,경기 부천시 오정구,leesj1967@hanmail.net,010-3738-2935,,치과기공소/기공실 관련 KDTA 공개 채용 이력; 핀작업,https://dental-fit.vercel.app/?utm_source=%EB%8F%99%EB%B0%A9%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=303815&wpage=1&page=43&block=8,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
3,dental_lab,우리덴탈랩,대전 동구,snkbcdm@naver.com,010-9114-9039,,"치과기공소/기공실, 덴탈랩 관련 KDTA 공개 채용 이력; 기공소 경리업무",https://dental-fit.vercel.app/?utm_source=%EC%9A%B0%EB%A6%AC%EB%8D%B4%ED%83%88%EB%9E%A9&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=303656&wpage=1&page=46&block=9,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
3,dental_lab,제니스 덴탈랩(주),서울 서울전지역,dental_lab@naver.com,010-9439-7580,,"치과기공소/기공실, 덴탈랩 관련 KDTA 공개 채용 이력; *서울 군자역 총무팀 보조직원 충원합니다.*",https://dental-fit.vercel.app/?utm_source=%EC%A0%9C%EB%8B%88%EC%8A%A4_%EB%8D%B4%ED%83%88%EB%9E%A9_%EC%A3%BC&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=304989,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
3,dental_lab,미향치과기공소,서울 금천구,wshpsh@hanmail.net,010-7722-7876,,치과기공소/기공실 관련 KDTA 공개 채용 이력; 기공소 경리업무,https://dental-fit.vercel.app/?utm_source=%EB%AF%B8%ED%96%A5%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=304677,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
3,dental_lab,신테크치과기공소,서울 성북구,sintec70@hanmail.net,010-4284-8361,https://www.shintech.co.kr,"치과기공소/기공실 관련 KDTA 공개 채용 이력; 마운팅,모델정리,포장하실분 구합니다.",https://dental-fit.vercel.app/?utm_source=%EC%8B%A0%ED%85%8C%ED%81%AC%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=128678,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
3,dental_lab,DSDL 치과기공소,충남 서산시,dsdl2804@naver.com,010-6355-1205,,치과기공소/기공실 관련 KDTA 공개 채용 이력; 기공소 일 도와주실분 구합니다.(모델작업 등..),https://dental-fit.vercel.app/?utm_source=dsdl_%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=128382,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
3,dental_lab,트윈치과기공소,경기 성남시 중원구,nimutda@hanmail.com,010-9769-4209,,치과기공소/기공실 관련 KDTA 공개 채용 이력; 핀작업 하실분 구합니다 성남 모란,https://dental-fit.vercel.app/?utm_source=%ED%8A%B8%EC%9C%88%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=128357,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
3,dental_lab,글루 치과기공소,서울 중구,gludentallab@hanmail.net,010-4738-5915,,치과기공소/기공실 관련 KDTA 공개 채용 이력; 모델작업 및 모델정리 하실분 구합니다,https://dental-fit.vercel.app/?utm_source=%EA%B8%80%EB%A3%A8_%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=128288,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
3,dental_lab,ESR기공소,서울 동대문구,isrdenlab@hanmail.net,010-8546-9330,,치과기공소/기공실 관련 KDTA 공개 채용 이력; 핀작업구합니다,https://dental-fit.vercel.app/?utm_source=esr%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=128276,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
2,dental_lab,더좋은날기공소,서울 금천구,gdentalab@naver.com,010-7166-5873,,"디지털, 치과기공소/기공실 관련 KDTA 공개 채용 이력; 경리 및 사무 봐주실 분 구합니다.(풀타임도가능)",https://dental-fit.vercel.app/?utm_source=%EB%8D%94%EC%A2%8B%EC%9D%80%EB%82%A0%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=128188,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
3,dental_lab,에녹치과기공소,서울 강남구,yyoon7@naver.com,010-3695-6039,,치과기공소/기공실 관련 KDTA 공개 채용 이력; 강남 석플란트치과기공실 4팀에서 모델작업하실분 모십니다,https://dental-fit.vercel.app/?utm_source=%EC%97%90%EB%85%B9%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=128190,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
2,dental_lab,수정덴택치과기공소,경기 경기전지역,s2804@naver.com,010-7507-8674,,"스캔, 치과기공소/기공실 관련 KDTA 공개 채용 이력; 핀작업 및 스캔하실분 구합니다",https://dental-fit.vercel.app/?utm_source=%EC%88%98%EC%A0%95%EB%8D%B4%ED%83%9D%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://m.kdtech.or.kr/community/guin_view.asp?seq=128014,KDTA 공개 채용 연락처; 현장 의견 요청 톤 권장
2,dental_lab,PKB치과기공소,대전 서구,tlstjdbs@daum.net,042-536-2871,https://www.pkbdentallab.com/,치과기공소 공식몰 공개 연락처; 상담/주문 이메일,https://dental-fit.vercel.app/?utm_source=pkb%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://www.pkbdentallab.com/,공식 웹사이트 공개 연락처
2,dental_lab,안심 디지털 치과기공소,부산 북구,dontworrylab@naver.com,051-365-2152,https://www.dontworrylab.com/category/full-mouth-rehabilitation,"CAD/CAM 시스템, 3D 스캔, 지르코니아 등 공식 소개",https://dental-fit.vercel.app/?utm_source=%EC%95%88%EC%8B%AC_%EB%94%94%EC%A7%80%ED%84%B8_%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://www.dontworrylab.com/category/full-mouth-rehabilitation,공식 웹사이트 공개 연락처
2,dental_lab,뷰티엔센스 치과기공소,부산/울산/경남,pecest1004@gmail.com,051-335-2807,,"스캔디자인, 캐드캠 공개 구인 이력",https://dental-fit.vercel.app/?utm_source=%EB%B7%B0%ED%8B%B0%EC%97%94%EC%84%BC%EC%8A%A4_%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://new.job2804.com/employ_view.php?serial=24402,검색 색인 기반 공개 구인 연락처
2,dental_lab,Sunshine dental lab,Canada BC,sunshinedental77@gmail.com,+1 778-903-3711,,캐드캠/크라운 공개 구인 이력,https://dental-fit.vercel.app/?utm_source=sunshine_dental_lab&utm_medium=email&utm_campaign=pretotype_v1#signup,https://job2804.com/employ_view.php?serial=20807,검색 색인 기반 공개 구인 연락처
2,dental_lab,YB아트센터 치과기공소,경기 안양,withleta@gmail.com,010-5367-6710,,"CAD 디자인, 3Shape, 스캔, CAM 공개 구인 이력",https://dental-fit.vercel.app/?utm_source=yb%EC%95%84%ED%8A%B8%EC%84%BC%ED%84%B0_%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://khu-labtec.com/employ_view.php?page=2&serial=23263,검색 색인 기반 공개 구인 연락처
2,dental_lab,YES 치과기공소,부산 남구,byun7801@gmail.com,051-624-7204,,CAD 디자인 파트 공개 구인 이력,https://dental-fit.vercel.app/?utm_source=yes_%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://khu-labtec.com/employ_view.php?page=1&serial=23244,검색 색인 기반 공개 구인 연락처
2,dental_lab,R+K 치과기공소,서울 금천,leidenschaft2804@gmail.com,02-563-2804,,"커스텀 후가공, 지그제작 공개 구인 이력",https://dental-fit.vercel.app/?utm_source=r_k_%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://job2804.com/employ_view.php?serial=23082,검색 색인 기반 공개 구인 연락처
2,dental_lab,올빚 치과기공소,부산 남구,allight2804@daum.net,051-636-2804,,캐드디자인 공개 구인 이력,https://dental-fit.vercel.app/?utm_source=%EC%98%AC%EB%B9%9A_%EC%B9%98%EA%B3%BC%EA%B8%B0%EA%B3%B5%EC%86%8C&utm_medium=email&utm_campaign=pretotype_v1#signup,https://kobaw.net/employ_view.php?serial=23031,검색 색인 기반 공개 구인 연락처
2,dental_lab,KNC덴탈랩,서울 도봉,hy417506@gmail.com,010-4547-2806,https://themk.kr/article/%EA%B5%AC%EC%9D%B8-%EA%B2%8C%EC%8B%9C%ED%8C%90/1002/245/,"CAD/CAM, 3Shape 디자인 공개 구인 이력",https://dental-fit.vercel.app/?utm_source=knc%EB%8D%B4%ED%83%88%EB%9E%A9&utm_medium=email&utm_campaign=pretotype_v1#signup,https://themk.kr/article/%EA%B5%AC%EC%9D%B8-%EA%B2%8C%EC%8B%9C%ED%8C%90/1002/245/,공개 구인 게시판 연락처
