priority,segment,name,region,email,phone,website,why_fit,utm_link,source_url,notes
3,dental_lab,닥터홍텍,미확인,hongdent@naver.com,,,"치과 보철/기공 관련 공개 검색 후보","https://dental-fit.vercel.app/?utm_source=doctor_hongtech&utm_medium=email&utm_campaign=pretotype_v1#signup",https://www.google.com/search?q=%22hongdent%40naver.com%22+%22치과기공%22,"검증 필요"
3,dental_lab,플래티넘장치기공소,미확인,suho2804@naver.com,,,"기공소 공개 검색 후보","https://dental-fit.vercel.app/?utm_source=platinum_lab&utm_medium=email&utm_campaign=pretotype_v1#signup",https://www.google.com/search?q=%22suho2804%40naver.com%22+%22치과기공소%22,"검증 필요"
3,dental_lab,덴탈아트치과기공소,미확인,dental-art@naver.com,,,"치과기공소 공개 검색 후보","https://dental-fit.vercel.app/?utm_source=dental_art_lab&utm_medium=email&utm_campaign=pretotype_v1#signup",https://www.google.com/search?q=%22dental-art%40naver.com%22+%22치과기공소%22,"검증 필요"
3,dental_lab,가온치과기공소,미확인,caulgiy@naver.com,,,"치과기공소 공개 검색 후보","https://dental-fit.vercel.app/?utm_source=gaon_lab&utm_medium=email&utm_campaign=pretotype_v1#signup",https://www.google.com/search?q=%22caulgiy%40naver.com%22+%22치과기공소%22,"검증 필요"
3,dental_lab,씨제이웰치과기공소,미확인,lovesun802@naver.com,,,"치과기공소 공개 검색 후보","https://dental-fit.vercel.app/?utm_source=cjwell_lab&utm_medium=email&utm_campaign=pretotype_v1#signup",https://www.google.com/search?q=%22lovesun802%40naver.com%22+%22치과기공소%22,"검증 필요"
3,dental_lab,예온디지털랩,미확인,y2dl@naver.com,,,"디지털랩/치과기공 공개 검색 후보","https://dental-fit.vercel.app/?utm_source=yeon_digital_lab&utm_medium=email&utm_campaign=pretotype_v1#signup",https://www.google.com/search?q=%22y2dl%40naver.com%22+%22치과기공%22,"검증 필요"
3,dental_lab,에스티엘치과기공소,미확인,cathoi@naver.com,,,"치과기공소 공개 검색 후보","https://dental-fit.vercel.app/?utm_source=stl_lab&utm_medium=email&utm_campaign=pretotype_v1#signup",https://www.google.com/search?q=%22cathoi%40naver.com%22+%22치과기공소%22,"검증 필요"
3,dental_lab,이미지치과 기공실,대구 달서구,100rose@imagedc.co.kr,010-4143-2225,,"모델리스 가능자, 롤랜드/아름/프라임밀, 구강스캐너 기반 모델리스 작업 100% 명시","https://dental-fit.vercel.app/?utm_source=image_lab&utm_medium=email&utm_campaign=pretotype_v1#signup",https://job2804.com/employ_view.php?serial=24113,"강한 제품 적합도"
3,partner_or_lab,덴탈2804 운영/아카데미,대구,2804dev@gmail.com,010-3510-2804,https://dental2804.com/,"치과기공 커뮤니티 및 3Shape/exocad 세미나 운영 네트워크","https://dental-fit.vercel.app/?utm_source=dental2804_admin&utm_medium=email&utm_campaign=pretotype_v1#signup",https://job2804.com/employ_view.php?serial=24757,"일반 홍보보다 세미나/게시 가능 여부 문의"
3,academia,가천대학교 치기공 네트워크,경기 성남,wylee0806@gachon.ac.kr,,https://www.gachon.ac.kr/,"내부 소개 요청 및 교수/동문 네트워크 확산용","https://dental-fit.vercel.app/?utm_source=gachon_internal&utm_medium=email&utm_campaign=pretotype_v1#signup",https://www.gachon.ac.kr/,"내부 발송/소개 요청용"
3,partner_or_lab,Ivoclar Korea Academy 네트워크,서울,contact.kr@ivoclar.com,,https://www.ivoclar.com/ko_kr/academy/courses-technical/technical05,"지르코니아 보철물 과정 및 네츄럴라인 치과기공소 교육 네트워크","https://dental-fit.vercel.app/?utm_source=ivoclar_academy&utm_medium=email&utm_campaign=pretotype_v1#signup",https://www.ivoclar.com/ko_kr/academy/courses-technical/technical05,"파트너/교육 네트워크 문의용; 발송 전 이메일 확인"
3,partner_or_lab,대한치과기공사협회,서울,kdta@kdtech.or.kr,02-2253-2800,https://www.kdtech.or.kr/,"공식 협회 네트워크; 메일보다 소개/게시 가능 여부 문의에 적합","https://dental-fit.vercel.app/?utm_source=kdtech&utm_medium=email&utm_campaign=pretotype_v1#signup",https://www.kdtech.or.kr/intro/intro13.asp,"공식 대표 이메일"
2,dental_lab,인생플란트치과기공소,경기 성남,theanswer733@kakao.com,031-723-7522,http://www.tpplus.co.kr/,"디지털풀아치, 디지털 덴쳐, 100% 모델리스, 3shape/밀박스/하이퍼덴트 사용 명시","https://dental-fit.vercel.app/?utm_source=the_answer_lab&utm_medium=email&utm_campaign=pretotype_v1#signup",https://new.job2804.com/employ_view.php?serial=23397,"강한 제품 적합도"
2,dental_lab,Shibuya Dental Clinic 디지털랩,일본 시즈오카,lilial.digital.lab@gmail.com,090-6020-2242,https://www.shibu-dent.com/,"완전 모델리스, MCXL/롤랜드 DWX-52D, 메디트 스캐너, 아름 5X 등 디지털 장비 명시","https://dental-fit.vercel.app/?utm_source=shibuya_digital_lab&utm_medium=email&utm_campaign=pretotype_v1#signup",https://job2804.com/employ_view.php?serial=19155,"해외 후보; 한국어/일본어 별도 문구 권장"
2,dental_lab,마이홈치과 기공실,경기 오산,myhomedental@naver.com,031-000-0000,http://www.myhomedental.co.kr,"모델리스, 풀케이스, CAD/CAM exo 가능자 구인 이력","https://dental-fit.vercel.app/?utm_source=myhome_dental_lab&utm_medium=email&utm_campaign=pretotype_v1#signup",https://job2804.com/employ_view.php?serial=23136,"원내기공실; 제품 적합도 높음"
2,dental_lab,에이블 치과기공소,충남 천안,rusdn70th@naver.com,010-6432-1156,,"CAD 기사 및 일반보철 기사 공개 구인 이력","https://dental-fit.vercel.app/?utm_source=able_cheonan_lab&utm_medium=email&utm_campaign=pretotype_v1#signup",https://job2804.com/employ_view.php?serial=24428,"기존 Able Dental Lab과 별도 후보"
